time,motor.m1,motor.m2,motor.m3,motor.m4,
97710,37088,43560,47676,41220,
97810,42945,46209,42579,39843,
97910,44897,46081,40393,42473,
98010,41265,44847,46659,41337,
98110,43958,43904,44272,42434,
98210,42199,43363,43675,41523,
98310,40724,43098,44812,42034,
98410,40864,46774,43836,39146,
98510,44892,47986,38612,39106,
98610,40483,44753,46327,41849,
98710,39536,45864,46588,41572,
98810,44438,45406,40642,40826,
98910,40405,45377,43979,41659,
99010,35059,42813,50157,43347,
99110,45784,44714,41674,40664,
99210,44307,45017,44065,41783,
99310,42146,44186,46536,41048,
99410,46027,44711,43183,41187,
99510,42934,44520,46346,41700,
99610,39670,44918,47048,40512,
99710,41950,45200,44966,39700,
99810,43829,45477,43553,40609,
99910,42966,44982,43160,40572,
100010,40082,44908,45838,40748,
100110,43089,46759,43025,41303,
